HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.video_url_mp4,Input.video_url_webm,Input.title,Input.start_time,Input.end_time,Answer.annotationText,Answer.tagTiming,Answer.endTimeList,Answer.noMoreActions,Answer.startTimeList,Approve,Reject
2JV5NQYN5F3UQE4FF1DNNWYB5IGC88,24OP3TVOK5UJ90P8TT5OAFYQS2E36A,Segment and label actions in videos,Denote UNAMBIGUOUS motions in the video provided.,"HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition",$0.05 ,Fri Jan 24 16:39:38 GMT 2014,15,BatchId:1395757;,7200,259200,Mon Feb 03 16:39:38 GMT 2014,,,2OQ5COW0LGR3T3011O366NUZZC57YF,A248D5XVN1YGCZ,Approved,Mon Feb 03 16:36:15 GMT 2014,Mon Feb 03 16:40:25 GMT 2014,Thu Feb 06 08:40:25 PST 2014,Mon Feb 03 17:36:51 PST 2014,,,250,100% (13/13),100% (13/13),0% (0/0),http://cs.ubc.ca/~troniak/bike.mp4,http://cs.ubc.ca/~troniak/bike.webm,,20,30,Tag|use hand|use tool|use fingers|use tool|use fingers|use fingers again,,End Time|0.7600|3|5.5956|7.9156|8.7555|10,on,Start Time|0|0.8799|3.0399|5.8355|7.9554|8.9554,,
2JV5NQYN5F3UQE4FF1DNNWYB5IGC88,24OP3TVOK5UJ90P8TT5OAFYQS2E36A,Segment and label actions in videos,Denote UNAMBIGUOUS motions in the video provided.,"HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition",$0.05 ,Fri Jan 24 16:39:38 GMT 2014,15,BatchId:1395757;,7200,259200,Mon Feb 03 16:39:38 GMT 2014,,,2XW6UXFCD45129HXZVETVIN3WFWWU1,A1V6P1ZE6Q8YEW,Approved,Mon Feb 03 10:29:53 GMT 2014,Mon Feb 03 10:38:57 GMT 2014,Thu Feb 06 02:38:57 PST 2014,Mon Feb 03 17:46:32 PST 2014,,,544,100% (1/1),100% (1/1),0% (0/0),http://cs.ubc.ca/~troniak/bike.mp4,http://cs.ubc.ca/~troniak/bike.webm,,20,30,Tag|Screw|adjusting|screw|adjusting|screw|adjusting,,End Time|1.2148|3.6136|6.1824|8.1908|9.1847|9.9999,,Start Time|0|1.9800|3.6136|7.2931|8.3558|9.1865,,
28YNTBJ3MMD1VADH99TKSB9ME6PXBU,24OP3TVOK5UJ90P8TT5OAFYQS2E36A,Segment and label actions in videos,Denote UNAMBIGUOUS motions in the video provided.,"HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition",$0.05 ,Fri Jan 24 16:39:38 GMT 2014,16,BatchId:1395757;,7200,259200,Thu Feb 20 18:20:54 GMT 2014,,,22O1VP9746OURNB0CAH6I051TCCK05,A2Y98EN98DG9I8,Rejected,Thu Jan 30 06:43:14 GMT 2014,Thu Jan 30 06:43:48 GMT 2014,Sat Feb 01 22:43:48 PST 2014,,Thu Jan 30 17:54:59 PST 2014,So sorry! But the quality of your submission has not improved. Please reach out to me if you would like more guidance on how to submit higher quality work.,34,93% (13/14),93% (13/14),0% (0/0),http://cs.ubc.ca/~troniak/50salad.mp4,http://cs.ubc.ca/~troniak/50salad.webm,,180,190,Tag|cut the veg,,End Time|0.9199,on,Start Time|0.0398,,
28YNTBJ3MMD1VADH99TKSB9ME6PXBU,24OP3TVOK5UJ90P8TT5OAFYQS2E36A,Segment and label actions in videos,Denote UNAMBIGUOUS motions in the video provided.,"HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition",$0.05 ,Fri Jan 24 16:39:38 GMT 2014,16,BatchId:1395757;,7200,259200,Thu Feb 20 18:20:54 GMT 2014,,,22O1VP9746OURNB0CAH6I051TDG0KR,A2QAJ8BJ5QBB9A,Approved,Thu Jan 30 18:57:48 GMT 2014,Thu Jan 30 19:02:53 GMT 2014,Sun Feb 02 19:02:53 GMT 2014,2014/02/02 19:07:15 +0000,,,305,100% (28/28),100% (28/28),100% (21/21),http://cs.ubc.ca/~troniak/50salad.mp4,http://cs.ubc.ca/~troniak/50salad.webm,,180,190,Tag|Putting something in a bowl|Moving  to counter|Putting more of something in bowl|Rubbing finger across knife|Reaching for something|Taking lettuce from a bag|Putting lettuce on counter,,End Time|0.4898|1.5195|2.4673|3.5589|4.6512|9.2154|9.9998,on,Start Time|0|0.4898|1.5195|2.5211|3.9594|4.7367|9.2175,,
28YNTBJ3MMD1VADH99TKSB9ME6PXBU,24OP3TVOK5UJ90P8TT5OAFYQS2E36A,Segment and label actions in videos,Denote UNAMBIGUOUS motions in the video provided.,"HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition",$0.05 ,Fri Jan 24 16:39:38 GMT 2014,16,BatchId:1395757;,7200,259200,Thu Feb 20 18:20:54 GMT 2014,,,2DO5XH0JPPSMSFMOBOJPI5KLP5RMGO,A37P0EXFVTAP0D,Approved,Mon Feb 03 22:28:23 GMT 2014,Mon Feb 03 22:40:40 GMT 2014,Thu Feb 06 14:40:40 PST 2014,Mon Feb 03 17:41:47 PST 2014,,,737,100% (3/3),100% (3/3),0% (0/0),http://cs.ubc.ca/~troniak/50salad.mp4,http://cs.ubc.ca/~troniak/50salad.webm,,180,190,Tag|remove rh from bowl|remove knife from bowl|scoop up food from board|move food to bowl|remove both hands from bowl|reach inside lettuce bag|grab lettuce head|pull lettuce head to edge of bag|find base of leaf|pull off leaf from lettuce head|set down lettuce leaf,,End Time|0.4000|0.9457|1.8257|2.3057|4.5771|5.6171|6.2571|7.0171|7.8571|9.0171|9.7771,,Start Time|0.0800|0.5857|1.1457|1.8657|3.4971|4.8171|5.8971|6.2971|6.7771|7.9371|9.1371,,
28YNTBJ3MMD1VADH99TKSB9ME6PXBU,24OP3TVOK5UJ90P8TT5OAFYQS2E36A,Segment and label actions in videos,Denote UNAMBIGUOUS motions in the video provided.,"HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition",$0.05 ,Fri Jan 24 16:39:38 GMT 2014,16,BatchId:1395757;,7200,259200,Thu Feb 20 18:20:54 GMT 2014,,,2IQ1THV8ER92YOBU4PQSX5KFKRC2PW,A2WRSEO8HQRG5K,Approved,Mon Feb 03 13:59:58 GMT 2014,Mon Feb 03 14:41:47 GMT 2014,Thu Feb 06 06:41:47 PST 2014,Mon Feb 03 17:46:06 PST 2014,,,2509,100% (6/6),100% (6/6),100% (2/2),http://cs.ubc.ca/~troniak/50salad.mp4,http://cs.ubc.ca/~troniak/50salad.webm,,180,190,Tag|putting cheese in bowl|putting hand on cutting board|cutting cheese|cutting cheese|moving cheese|moving cheese to put in bowl|drops cheese in bowl|moves hand out of bowl|places hand on cutting board holding knife reaching for bag of lettuce|left hand puts down knife|goes to place left hand in bag to pull lettuce out|pulls lettuce out of bag|puts lettuse on cutting board,,End Time|0.2400|0.5999|1.7199|1.8000|2.0399|2.1599|3.0800|3.5200|4.4000|4.7199|4.9600|9.0399|10,on,Start Time|0.0399|0.2800|0.6399|1.7599|1.8400|2.0800|2.9199|3.1999|3.6800|4.4399|4.6800|5|9.0800,,
28YNTBJ3MMD1VADH99TKSB9ME6PXBU,24OP3TVOK5UJ90P8TT5OAFYQS2E36A,Segment and label actions in videos,Denote UNAMBIGUOUS motions in the video provided.,"HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition",$0.05 ,Fri Jan 24 16:39:38 GMT 2014,16,BatchId:1395757;,7200,259200,Thu Feb 20 18:20:54 GMT 2014,,,2ORZ2MIKMN9YYKX8PBKW7XI3VDX9QF,AU4FF0366TBAR,Approved,Sat Jan 25 16:47:16 GMT 2014,Sat Jan 25 16:49:05 GMT 2014,Tue Jan 28 08:49:05 PST 2014,Mon Jan 27 05:58:29 PST 2014,,,109,100% (2/2),100% (2/2),0% (0/0),http://cs.ubc.ca/~troniak/50salad.mp4,http://cs.ubc.ca/~troniak/50salad.webm,,180,190,Tag|CUTTING|MOVING|TAKE THE VEGETABLES,,End Time|10|10|10,on,Start Time|10|10|10,,
28YNTBJ3MMD1VADH99TKSB9ME6PXBU,24OP3TVOK5UJ90P8TT5OAFYQS2E36A,Segment and label actions in videos,Denote UNAMBIGUOUS motions in the video provided.,"HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition",$0.05 ,Fri Jan 24 16:39:38 GMT 2014,16,BatchId:1395757;,7200,259200,Thu Feb 20 18:20:54 GMT 2014,,,2U91Q6SVQ8HCYHE4SOWOMVCI5US4NS,AIOAD7DYF2SZK,Approved,Wed Feb 05 17:14:36 GMT 2014,Wed Feb 05 17:16:19 GMT 2014,Sat Feb 08 09:16:19 PST 2014,Thu Feb 06 11:17:39 PST 2014,,,103,100% (4/4),100% (4/4),100% (3/3),http://cs.ubc.ca/~troniak/50salad.mp4,http://cs.ubc.ca/~troniak/50salad.webm,,180,190,Tag|,,End Time|9.9998,on,Start Time|0,,
28YNTBJ3MMD1VADH99TKSB9ME6PXBU,24OP3TVOK5UJ90P8TT5OAFYQS2E36A,Segment and label actions in videos,Denote UNAMBIGUOUS motions in the video provided.,"HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition",$0.05 ,Fri Jan 24 16:39:38 GMT 2014,16,BatchId:1395757;,7200,259200,Thu Feb 20 18:20:54 GMT 2014,,,2UQEPLSP75KPC1KTPR1H1EQVMQHSYM,A248D5XVN1YGCZ,Approved,Mon Feb 03 16:29:09 GMT 2014,Mon Feb 03 16:31:19 GMT 2014,Thu Feb 06 08:31:19 PST 2014,Mon Feb 03 17:36:50 PST 2014,,,130,100% (13/13),100% (13/13),0% (0/0),http://cs.ubc.ca/~troniak/50salad.mp4,http://cs.ubc.ca/~troniak/50salad.webm,,180,190,Tag|clean off knife|get stuff|put stuff in bowl|set down knife|get lettuce,,End Time|0.1200|1.5999|3.2400|4.7199|10,on,Start Time|0|0.1200|1.5999|3.5200|3.8799,,
2FKAOO2GMMEKEJ40EFD6TAA2TNJ77N,24OP3TVOK5UJ90P8TT5OAFYQS2E36A,Segment and label actions in videos,Denote UNAMBIGUOUS motions in the video provided.,"HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition",$0.05 ,Fri Jan 24 16:39:38 GMT 2014,15,BatchId:1395757;,7200,259200,Thu Feb 20 18:20:54 GMT 2014,,,2QB2D21O3W517V7ZBV92VYEPOKY9FD,A31FL34EAWLXOV,Approved,Thu Jan 30 10:19:33 GMT 2014,Thu Jan 30 10:21:19 GMT 2014,Sun Feb 02 02:21:19 PST 2014,Thu Jan 30 18:03:56 PST 2014,,,106,100% (10/10),100% (10/10),0% (0/0),http://cs.ubc.ca/~troniak/50salad.mp4,http://cs.ubc.ca/~troniak/50salad.webm,,190,200,Tag|she is cutting the Veg leaves,,End Time|9.6299,,Start Time|0.4628,,
2FKAOO2GMMEKEJ40EFD6TAA2TNJ77N,24OP3TVOK5UJ90P8TT5OAFYQS2E36A,Segment and label actions in videos,Denote UNAMBIGUOUS motions in the video provided.,"HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition",$0.05 ,Fri Jan 24 16:39:38 GMT 2014,15,BatchId:1395757;,7200,259200,Thu Feb 20 18:20:54 GMT 2014,,,2UO4ZMAZHHRVBAEAAQEV2H1KKNMKBI,A248D5XVN1YGCZ,Approved,Mon Feb 03 16:22:00 GMT 2014,Mon Feb 03 16:24:57 GMT 2014,Thu Feb 06 08:24:57 PST 2014,Mon Feb 03 17:36:50 PST 2014,,,177,100% (13/13),100% (13/13),0% (0/0),http://cs.ubc.ca/~troniak/50salad.mp4,http://cs.ubc.ca/~troniak/50salad.webm,,190,200,Tag|arrange lettuce|get knife|cut lettuce|set knife down|gather lettuce,,End Time|5.8000|5.4399|6.9199|7.7199|10,on,Start Time|0|5.1999|5.8799|7.2400|7.2800,,
2TRKSSZVXX2UU0I46TFYRNIW2WTN5Z,24OP3TVOK5UJ90P8TT5OAFYQS2E36A,Segment and label actions in videos,Denote UNAMBIGUOUS motions in the video provided.,"HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition",$0.05 ,Fri Jan 24 16:39:38 GMT 2014,15,BatchId:1395757;,7200,259200,Thu Feb 20 18:20:55 GMT 2014,,,2ABPPSI2KYETBNDHRNCMHWJ3RWXRLI,A3DY78Q4FCWTXX,Approved,Mon Jan 27 16:56:49 GMT 2014,Mon Jan 27 17:06:46 GMT 2014,Thu Jan 30 09:06:46 PST 2014,Mon Jan 27 10:07:11 PST 2014,,,597,100% (16/16),100% (16/16),100% (7/7),http://cs.ubc.ca/~troniak/50salad.mp4,http://cs.ubc.ca/~troniak/50salad.webm,,200,210,Tag|Reach for knife|Reach for lettuce|Pick up lettuce|Reach for lettuce|Retrieve lettuce|Pick up knife|Cut lettuce|Stack lettuce|Rotate knife|Cut lettuce|Switch hands|Grip lettuce,,End Time|0.3199|0.7629|1.1629|2.0846|3.8446|3.7647|4.9247|6.2485|7.5269|10|3.1795|9.4000,,Start Time|0|0.3229|0.7629|1.4046|2.0846|3.2446|4.0447|5.0084|7.0469|7.6469|2.9396|9.1999,,
2TRKSSZVXX2UU0I46TFYRNIW2WTN5Z,24OP3TVOK5UJ90P8TT5OAFYQS2E36A,Segment and label actions in videos,Denote UNAMBIGUOUS motions in the video provided.,"HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition",$0.05 ,Fri Jan 24 16:39:38 GMT 2014,15,BatchId:1395757;,7200,259200,Thu Feb 20 18:20:55 GMT 2014,,,2CFJKM05BMJXKCM6OJKPKRA7VX4DIO,A31FL34EAWLXOV,Approved,Thu Jan 30 10:15:57 GMT 2014,Thu Jan 30 10:18:01 GMT 2014,Sun Feb 02 02:18:01 PST 2014,Thu Jan 30 18:03:56 PST 2014,,,124,100% (10/10),100% (10/10),0% (0/0),http://cs.ubc.ca/~troniak/50salad.mp4,http://cs.ubc.ca/~troniak/50salad.webm,,200,210,Tag|She is Cutting Veg leave with the use of Knief,,End Time|9.9998,,Start Time|0.5038,,
2TRKSSZVXX2UU0I46TFYRNIW2WTN5Z,24OP3TVOK5UJ90P8TT5OAFYQS2E36A,Segment and label actions in videos,Denote UNAMBIGUOUS motions in the video provided.,"HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition",$0.05 ,Fri Jan 24 16:39:38 GMT 2014,15,BatchId:1395757;,7200,259200,Thu Feb 20 18:20:55 GMT 2014,,,2EKMEZZ2MIKQD4IIBCP3JTWW01RN6K,ALK8I9QKOPSH2,Approved,Sat Jan 25 05:45:45 GMT 2014,Sat Jan 25 05:46:07 GMT 2014,Mon Jan 27 21:46:07 PST 2014,Mon Jan 27 05:58:27 PST 2014,,,22,100% (3/3),100% (3/3),0% (0/0),http://cs.ubc.ca/~troniak/50salad.mp4,http://cs.ubc.ca/~troniak/50salad.webm,,200,210,Tag,,End Time,on,Start Time,,
2TRKSSZVXX2UU0I46TFYRNIW2WTN5Z,24OP3TVOK5UJ90P8TT5OAFYQS2E36A,Segment and label actions in videos,Denote UNAMBIGUOUS motions in the video provided.,"HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition",$0.05 ,Fri Jan 24 16:39:38 GMT 2014,15,BatchId:1395757;,7200,259200,Thu Feb 20 18:20:55 GMT 2014,,,2LFVP3TVOK5Y5ETBKAHEZZFYUT752E,A38KIO2400LOTJ,Approved,Tue Feb 04 19:31:55 GMT 2014,Tue Feb 04 20:11:30 GMT 2014,Fri Feb 07 12:11:30 PST 2014,Wed Feb 05 07:38:10 PST 2014,,,2375,100% (4/4),100% (4/4),100% (4/4),http://cs.ubc.ca/~troniak/50salad.mp4,http://cs.ubc.ca/~troniak/50salad.webm,,200,210,Tag|moves left hand to the left|moves left hand back to sandwich|moves right hand forward to pick up lettuce leaf|brings right hand back to put lettuce leaf on the sandwich|moves left hand forward and to the right to lettuce head|tears off lettuce leaf|brings lettuce leaf back to right hand|transfers lettuce to right hand|moves left hand down to pick up knife|moves knife to lettuce leaf|cuts luttuce leaf|puts right half of lettuce leaf on the sandwhich with right hand|picks up knife and left half of lettuce leaf with left hand|positions sandwhich to cut|positions knife to cut sandwhich|cuts sandwhich in half,,End Time|0.3600|0.5600|0.8400|1.2435|1.9703|2.2903|2.9711|3.2120|3.6120|4.0121|4.8945|5.6145|5.9382|7.0583|7.7410|10,,Start Time|0|0.3600|0.5657|0.8435|1.2503|1.9703|2.2903|2.9721|3.2120|3.6148|4.0146|4.8945|5.6145|5.9382|7.0610|7.7427,,
